ID;Link;Name;Type;Stage Parking lot days;Stage Ready for delivery days;Stage Delivery days;Stage Discovery days;Stage New days;Stage ALIGN days;Stage DISCOVER days;Stage CAPTURE days;Stage ROLL OUT days;Stage DELIVER days;Stage Done days;Stage ABANDONED days;Stage Accepted days;Stage discover days;Stage Declined days;Stage Planned days;Stage in progress days;Stage Rolout days;Stage align days;Stage deliver days;Stage capture days;Stage abandoned days;Stage roll out days;Stage Backlog days;Stage In Progress days;Stage Impact days;Stage Acceptance days;Stage Deliver days;Stage In design days;Stage Align days;Stage Discover days;Stage To Do days;Stage In test days;Stage In review days;Stage Release to PROD days;Stage In Design days;Stage Ready for Estimation days;Stage Blocked days;Stage Selected for Development days;Stage Cancelled days;Stage In Acceptance days;Stage In Refinement days;Stage Canceled days;Stage Ready for Development days;Stage Development finished days;Stage READY TO TEST days;Stage Testing in progress days;Stage Testing finished days;Stage Refinement days;Stage Solutioning days;Stage In construction days;Stage dev Finished days;Stage Not Started days;Stage Capture days;Stage Roll Out days;Stage Tech Design days;Stage NEW days;Stage Parking lot start;Stage Ready for delivery start;Stage Delivery start;Stage Discovery start;Stage New start;Stage ALIGN start;Stage DISCOVER start;Stage CAPTURE start;Stage ROLL OUT start;Stage DELIVER start;Stage Done start;Stage ABANDONED start;Stage Accepted start;Stage discover start;Stage Declined start;Stage Planned start;Stage in progress start;Stage Rolout start;Stage align start;Stage deliver start;Stage capture start;Stage abandoned start;Stage roll out start;Stage Backlog start;Stage In Progress start;Stage Impact start;Stage Acceptance start;Stage Deliver start;Stage In design start;Stage Align start;Stage Discover start;Stage To Do start;Stage In test start;Stage In review start;Stage Release to PROD start;Stage In Design start;Stage Ready for Estimation start;Stage Blocked start;Stage Selected for Development start;Stage Cancelled start;Stage In Acceptance start;Stage In Refinement start;Stage Canceled start;Stage Ready for Development start;Stage Development finished start;Stage READY TO TEST start;Stage Testing in progress start;Stage Testing finished start;Stage Refinement start;Stage Solutioning start;Stage In construction start;Stage dev Finished start;Stage Not Started start;Stage Capture start;Stage Roll Out start;Stage Tech Design start;Stage NEW start;Stage Parking lot recurrence;Stage Ready for delivery recurrence;Stage Delivery recurrence;Stage Discovery recurrence;Stage New recurrence;Stage ALIGN recurrence;Stage DISCOVER recurrence;Stage CAPTURE recurrence;Stage ROLL OUT recurrence;Stage DELIVER recurrence;Stage Done recurrence;Stage ABANDONED recurrence;Stage Accepted recurrence;Stage discover recurrence;Stage Declined recurrence;Stage Planned recurrence;Stage in progress recurrence;Stage Rolout recurrence;Stage align recurrence;Stage deliver recurrence;Stage capture recurrence;Stage abandoned recurrence;Stage roll out recurrence;Stage Backlog recurrence;Stage In Progress recurrence;Stage Impact recurrence;Stage Acceptance recurrence;Stage Deliver recurrence;Stage In design recurrence;Stage Align recurrence;Stage Discover recurrence;Stage To Do recurrence;Stage In test recurrence;Stage In review recurrence;Stage Release to PROD recurrence;Stage In Design recurrence;Stage Ready for Estimation recurrence;Stage Blocked recurrence;Stage Selected for Development recurrence;Stage Cancelled recurrence;Stage In Acceptance recurrence;Stage In Refinement recurrence;Stage Canceled recurrence;Stage Ready for Development recurrence;Stage Development finished recurrence;Stage READY TO TEST recurrence;Stage Testing in progress recurrence;Stage Testing finished recurrence;Stage Refinement recurrence;Stage Solutioning recurrence;Stage In construction recurrence;Stage dev Finished recurrence;Stage Not Started recurrence;Stage Capture recurrence;Stage Roll Out recurrence;Stage Tech Design recurrence;Stage NEW recurrence;Project name;Project key;Stage;Stage category;Priority;Labels;Components;CreatedDate;Version;Version release;Parent key;Parent name;Parent type;Parent status;Assignee name;LinksToOutwardKey;LinksToInwardKey;Timeoriginalestimate;Timeestimate;Timespent;AggreagateTimeoriginalestimate;AggreagateTimeestimate;AggreagateTimespent;Workratio;Sprints;Story points;Worklog seconds;Epic account;Epic team;Epic phase key;Initiative key;Initiative name;Initiative type;Initiative quarter;Initiative quarter start end date;Initiative domain;Initiative prio;Initiative townsquare;Initiative dependent on;Team Name;Level Name;Is Completed;Completed Start Date;Completed Year Month;Completed Year Quarter;Now Date;All Analysis Days;All Waiting for Development Days;All Development Days;All Development Days Round Up;All Development Days Round Up to 50;All Waiting for Deployment Days;All Deployment Days;All Cycle Time Days;All Cycle Time Days Round Up;All Cycle Time Days Round Up to 50;Is in Development;Is in Development or Completed;Epic quarter
DEMO58-15;;Q1 Technical Debt Reduction #9;Initiative;;;;;33.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-09 14:38:25;;;2026-02-09 14:38:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;New;To Do;Minor;;;2026-02-03T10:58:03.549+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO58-16;;Q2 Observability #9;Initiative;;;;;;;;114.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-14 08:15:15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;CAPTURE;To Do;Major;;;2025-11-14T09:15:15.303+0100;;;;;;;Wren Zhang;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO58-12;;Q2 Analytics Platform #2;Initiative;;;;;;116.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-12 10:15:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;ALIGN;In Progress;Major;label-ae202d,label-52ee21,label-c23861;;2025-11-12T11:15:37.948+0100;;;;;;;Avery Ivanov;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;116.4;;;;;;;;;;N;N;
DEMO58-17;;Q1 Platform Reliability #10;Initiative;;;;;;;;116.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-12 10:14:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;CAPTURE;To Do;Major;;;2025-11-12T11:14:32.528+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO58-10;;Q2 Security Hardening #2;Initiative;;;;;;7.1;;29.1;;80.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-12 09:25:22;;2025-11-19 10:58:13;;2025-12-18 12:38:23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-762fff,label-c23861;;2025-11-12T10:25:22.583+0100;;;;;;;Riley Fisher;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;7.1;80.3;;;;;;;;;N;N;
DEMO58-18;;Q2 Customer Onboarding Revamp #10;Initiative;;;;;;;;116.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-12 08:32:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;CAPTURE;To Do;Major;;;2025-11-12T09:32:26.184+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO58-7;;Q2 Observability;Initiative;;;;;;;;37.0;;80.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-12-01 15:38:57;;2025-12-18 12:38:27;;;;2025-12-01 15:38:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-ae202d,label-52ee21,label-c23861;;2025-11-11T13:46:04.572+0100;;;;;;;Quinn Harris;;;;;0.0;;;0.0;-1;;;0;;;;;;;Q2 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;80.3;;;;;;;;;N;N;
DEMO58-19;;Q1 Performance Optimization #10;Initiative;;;;;;2.0;;120.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-11 12:47:40;;2025-11-13 12:19:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;CAPTURE;To Do;Major;;;2025-11-06T11:10:48.177+0100;;;;;;;Riley Fisher;;;;;;;;;-1;;;0;;;;;;;Q3 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;2.0;;;;;;;;;;N;N;
DEMO58-20;;Q2 Security Hardening #10;Initiative;;;;;;;;122.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06 08:03:12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;CAPTURE;To Do;Major;;;2025-11-06T09:03:12.633+0100;;;;;;;Blake Jensen;;;;;900.0;;;900.0;-1;;;900;;;;;;;Q4 2027;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO58-9;;Q2 Customer Onboarding Revamp #2;Initiative;;;;;;17.5;;99.8;;;;;;34.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-19 08:13:54;;2025-11-11 12:45:08;;;;;;2025-10-08 10:38:18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;ALIGN;In Progress;Major;label-3579d0;;2025-10-08T12:38:18.194+0200;;;;;;;Charlie Kim;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;51.6;;;;;;;;;;N;N;
DEMO58-4;;Q3 User Growth;Initiative;;;;;;;;;;;;;;164.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-25 11:49:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;discover;In Progress;Major;label-04dc9a,label-4870c6,label-07fc34;;2025-09-25T13:49:41.401+0200;;;;;;;Charlie Kim;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;164.3;;;;;;;;;;N;N;
DEMO58-2;;Q4 Scale Infrastructure;Initiative;84.2;;;;;2.9;;;;4.2;;;;86.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-12 08:41:04;;;;;2025-12-05 13:25:12;;;;2026-03-04 14:47:43;;;;2025-12-08 10:27:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;1.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-ae202d,label-9bcc98,label-52ee21,label-42b175,label-c23861;;2025-09-12T10:41:04.778+0200;;;;;;;Dana Lopez;;;;;;;;;-1;;;0;;;;;;;Q4 2026;"{""start"":""2026-01-01"",""end"":""2026-03-31""}";;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;89.1;4.2;;;;;;;;;N;N;
DEMO58-1;;Q1 Platform Reliability;Initiative;;;;;;;;;;185.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-04 06:54:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-ae202d,label-7dfdfd,label-52ee21,label-955fd1,label-2d4ac9,label-c23861;;2025-09-04T08:54:03.570+0200;;;;;;;Wren Zhang;;;;;0.0;;;0.0;-1;;;0;;;;;;;Q1 2026;"{""start"":""2026-01-01"",""end"":""2026-03-31""}";;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;185.5;;;;;;;;;N;N;
DEMO58-11;;Q1 Developer Experience #2;Initiative;;;;;;;;;;191.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-29 11:54:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-ae202d,label-52ee21,label-2d4ac9,label-c23861;;2025-08-29T13:54:40.816+0200;;;;;;;Avery Ivanov;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;191.3;;;;;;;;;N;N;
DEMO58-3;;Q2 Compliance Readiness;Initiative;;;;;;;;;;200.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-20 10:31:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-236388,label-7dfdfd,label-52ee21,label-6c63b8,label-2d4ac9,label-e7c160,label-a2773c;;2025-08-20T12:31:03.503+0200;;;;;;;Charlie Kim;;;;;;;;;-1;;;0;;;;;;;Q4 2026;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;200.4;;;;;;;;;N;N;
DEMO58-5;;Q4 Integration Expansion;Initiative;;;;;;;;;;221.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-07-30 04:43:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-ae202d,label-7dfdfd,label-52ee21,label-f70398,label-2d4ac9,label-c23861;;2025-07-30T06:43:09.605+0200;;;;;;;Quinn Harris;;;;;;;;;-1;;;0;;;;;;;Q2 2026;"{""start"":""2026-04-01"",""end"":""2026-06-30""}";;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;221.6;;;;;;;;;N;N;
DEMO58-8;;Q1 Platform Reliability #2;Initiative;;;;;;;;;;223.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-07-28 11:19:54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Customer Portal;DEMO58;DELIVER;In Progress;Major;label-ae202d,label-7dfdfd,label-2d4ac9,label-c23861;;2025-07-28T13:19:54.031+0200;;;;;;;Taylor Garcia;;;;;;;;;-1;;;0;;;;;;;Q4 2026;"{""start"":""2026-04-01"",""end"":""2026-06-30""}";;;;;Planning;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;223.3;;;;;;;;;N;N;
DEMO76-1;;Q1 Developer Experience #10;Initiative;;;;;;;45.400000000000006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-22 10:38:32;;2026-02-24 14:55:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO76;DISCOVER;In Progress;Major;;;2026-01-22T11:38:32.871+0100;;;;;;;Ellis Miller;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;TMS;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;45.4;;;;;;;;;;N;N;
DEMO76-2;;Q2 Analytics Platform #10;Initiative;;;;;;;;108.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-20 10:53:03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO76;CAPTURE;To Do;Major;label-6d0b4c;;2025-11-20T11:53:03.777+0100;;;;;;;Frankie Nelson;;;;;;;;;-1;;;0;;;;;;;Q1 2026;;;;;;TMS;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO76-3;;Q3 Mobile First #10;Initiative;;;;;;;;;;185.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-04 06:47:58;;2025-09-04 06:48:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO76;DELIVER;In Progress;Major;;;2025-09-04T08:47:58.054+0200;;;;;;;Frankie Nelson;;;;;;;;;-1;;;0;;;;;;;Q4 2025;;;;;;TMS;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;185.5;;;;;;;;;N;N;
DEMO76-4;;Q3 API Modernization #10;Initiative;;;1.0;;;;58.1;;;132.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-08-29 08:45:32;;2025-08-29 08:48:48;;;;2025-09-17 08:01:19;;;2025-11-14 09:59:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;1.0;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Platform Core;DEMO76;DELIVER;In Progress;Major;;;2025-08-29T10:45:32.439+0200;;;;;;;Frankie Nelson;;;;;;;;;-1;;;0;;;;;;;Q4 2025;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;TMS;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;58.1;132.3;1.0;1.0;1.0;;;1.0;1.0;1.0;Y;Y;
DEMO72-3;;Q4 Scale Infrastructure #10;Initiative;;;;;;;;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-05 16:20:12;;;2026-03-05 16:57:32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auth Service;DEMO72;CAPTURE;To Do;Minor;;;2026-03-05T17:20:12.389+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Refund;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO72-4;;Q4 Cost Optimization #10;Initiative;;;;;;2.8;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-03-02 21:48:32;2026-03-02 22:20:39;2026-03-05 16:58:52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auth Service;DEMO72;DISCOVER;In Progress;Minor;;;2026-03-02T22:48:32.722+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Refund;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;5.9;;;;;;;;;;N;N;
DEMO72-5;;Q1 Data Migration #10;Initiative;;;;;;;;;;38.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-01-29 13:43:38;;;;;2026-01-29 13:44:06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auth Service;DEMO72;DELIVER;In Progress;Minor;;;2026-01-29T14:43:38.236+0100;;;;;;;Reese Vasquez;;;;;;;;;-1;;;0;;;;;;;;;;;;;Refund;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;38.2;;;;;;;;;N;N;
DEMO72-1;;Q2 Security Hardening #6;Initiative;;;;;;;;;;187.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-02 10:59:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auth Service;DEMO72;DELIVER;In Progress;Major;label-776039,label-9bcc98,label-55b296,label-7dfdfd,label-52ee21,label-6c63b8,label-e7c160,label-abfc57;;2025-09-02T12:59:16.023+0200;;;;;;;Reese Vasquez;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Refund;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;187.3;;;;;;;;;N;N;26Q1
DEMO72-2;;Q2 Compliance Readiness #7;Initiative;;;;;;30.3;;;;157.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-09-17 08:58:01;;;;2025-10-17 16:52:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auth Service;DEMO72;DELIVER;In Progress;Major;label-7c4b7b;;2025-09-02T12:59:03.644+0200;;;;;;;Reese Vasquez;;;;;;;;;-1;;;0;;;;;;;Q1 2026;"{""start"":""2025-10-01"",""end"":""2025-12-31""}";;;;;Refund;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;30.3;157.0;;;;;;;;;N;N;
DEMO77-1;;Q2 Compliance Readiness #10;Initiative;;;;;25.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2026-02-11 16:25:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Payment Gateway;DEMO77;New;To Do;Minor;;;2026-02-11T17:25:20.668+0100;;;;;;;;;;;;;;;;-1;;;0;;;;;;;;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO77-2;;Q3 User Growth #10;Initiative;;;;;;;;115.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-13 12:14:59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Payment Gateway;DEMO77;CAPTURE;To Do;Major;label-18d476;;2025-11-13T13:14:59.781+0100;;;;;;;Sam Chen;;;;;;;;;-1;;;0;;;;;;;Q4 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;;;;;;;;;;;N;N;
DEMO77-3;;Q4 Integration Expansion #10;Initiative;;;;;;;13.1;108.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2025-11-06 18:20:19;2025-11-19 21:28:43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Payment Gateway;DEMO77;CAPTURE;To Do;Major;label-18d476;;2025-11-06T19:17:03.428+0100;;;;;;;Sam Chen;;;;;;;;;-1;;;0;;;;;;;Q2 2026;;;;;;Services;L3 - Initiatives;N;;;;2026-03-08T20:56:22.373+01:00;13.1;;;;;;;;;;N;N;
